drugid1,drugid2
DB09299,DB12500
DB11757,DB09299
DB09299,DB11757
DB11978,DB09299
DB09299,DB11978
DB09299,DB12026
DB12026,DB09299
DB12141,DB09299
DB09299,DB12141
DB14840,DB09299
DB09299,DB14840
DB11796,DB09299
DB09299,DB11796
DB15822,DB09299
DB09299,DB15822
DB14761,DB09299
DB09299,DB14761
DB09481,DB09299
DB09299,DB09481
DB11691,DB09299
DB09299,DB11691
DB09299,DB11915
DB11915,DB09299
DB11921,DB09299
DB09299,DB11921
DB14681,DB09299
DB09299,DB14681
DB14575,DB09299
DB09299,DB14575
DB11837,DB09299
DB09299,DB11837
DB13867,DB09299
DB09299,DB13867
DB12267,DB09299
DB09299,DB12267
DB11703,DB09299
DB09299,DB11703
DB12978,DB09299
DB09299,DB12978
DB12015,DB09299
DB09299,DB12015
DB14568,DB09299
DB09299,DB14568
DB09299,DB11581
DB11581,DB09299
DB12001,DB09299
DB09299,DB12001
DB09330,DB09299
DB09299,DB09330
DB12371,DB09299
DB09299,DB12371
DB09299,DB15035
DB15035,DB09299
DB11828,DB09299
DB09299,DB11828
DB11986,DB09299
DB09299,DB11986
DB12147,DB09299
DB09299,DB12147
DB12483,DB09299
DB09299,DB12483
DB12825,DB09299
DB09299,DB12825
DB11952,DB09299
DB09299,DB11952
DB12887,DB09299
DB09299,DB12887
DB00781,DB09299
DB09299,DB00781
DB11732,DB09299
DB09299,DB11732
DB12941,DB09299
DB09299,DB12941
DB11644,DB09299
DB09299,DB11644
DB09299,DB11652
DB11652,DB09299
DB11791,DB09299
DB09299,DB11791
DB11943,DB09322
DB09322,DB11943
DB12035,DB09322
DB09322,DB12035
DB12455,DB09322
DB09322,DB12455
DB14185,DB09330
DB09330,DB14185
DB11967,DB09330
DB09330,DB11967
DB09330,DB12245
DB12245,DB09330
DB09330,DB12332
DB12332,DB09330
DB09330,DB11730
DB11730,DB09330
DB09330,DB13179
DB13179,DB09330
DB09330,DB11642
DB11642,DB09330
DB11796,DB09330
DB09330,DB11796
DB11978,DB09330
DB09330,DB11978
DB11979,DB09330
DB09330,DB11979
DB12500,DB09330
DB09330,DB12500
DB09330,DB14840
DB14840,DB09330
DB09330,DB15822
DB15822,DB09330
DB11817,DB09330
DB09330,DB11817
DB12267,DB09330
DB09330,DB12267
DB11828,DB09330
DB09330,DB11828
DB14568,DB09330
DB09330,DB14568
DB12483,DB09330
DB09330,DB12483
DB14575,DB09330
DB09330,DB14575
DB12015,DB09330
DB09330,DB12015
DB12001,DB09330
DB09330,DB12001
DB09330,DB12978
DB12978,DB09330
DB11837,DB09330
DB09330,DB11837
DB12010,DB09330
DB09330,DB12010
DB12070,DB09330
DB09330,DB12070
DB12141,DB09330
DB09330,DB12141
DB11952,DB09330
DB09330,DB11952
DB09330,DB12887
DB12887,DB09330
DB09330,DB11362
DB11362,DB09330
DB09330,DB11760
DB11760,DB09330
DB14723,DB09330
DB09330,DB14723
DB13125,DB09330
DB09330,DB13125
DB11986,DB09330
DB09330,DB11986
DB12825,DB09330
DB09330,DB12825
DB11732,DB09330
DB09330,DB11732
DB09330,DB14975
DB14975,DB09330
DB11951,DB09330
DB09330,DB11951
DB12941,DB09330
DB09330,DB12941
DB09330,DB15328
DB15328,DB09330
DB09330,DB12457
DB12457,DB09330
DB09330,DB11652
DB11652,DB09330
DB09330,DB15685
DB15685,DB09330
DB12267,DB09389
DB09389,DB12267
DB14568,DB09389
DB09389,DB14568
DB11560,DB09389
DB09389,DB11560
DB14575,DB09389
DB09389,DB14575
DB11943,DB09407
DB09407,DB11943
DB09407,DB12035
DB12035,DB09407
DB09407,DB13749
DB13749,DB09407
DB09477,DB11827
DB11827,DB09477
DB09477,DB11362
DB11362,DB09477
DB14006,DB09477
DB09477,DB14006
DB09477,DB11098
DB11098,DB09477
DB09477,DB13620
DB13620,DB09477
DB09477,DB14498
DB14498,DB09477
DB13919,DB09477
DB09477,DB13919
DB09477,DB09481
DB09481,DB09477
DB09477,DB14509
DB14509,DB09477
DB14185,DB09477
DB09477,DB14185
DB09488,DB13679
DB13679,DB09488
DB09488,DB14185
DB14185,DB09488
DB11989,DB09570
DB09570,DB11989
DB11093,DB11943
DB11943,DB11093
DB11093,DB12035
DB12035,DB11093
DB11093,DB12455
DB12455,DB11093
DB13919,DB11098
DB11098,DB13919
DB11943,DB11127
DB11127,DB11943
DB11943,DB11135
DB11135,DB11943
DB12035,DB11248
DB11248,DB12035
DB12010,DB11362
DB11362,DB12010
DB11642,DB11362
DB11362,DB11642
DB11828,DB11362
DB11362,DB11828
DB12035,DB11362
DB11362,DB12035
DB12332,DB11362
DB11362,DB12332
DB11986,DB11362
DB11362,DB11986
DB14840,DB11362
DB11362,DB14840
DB11936,DB11362
DB11362,DB11936
DB13919,DB11362
DB11362,DB13919
DB12130,DB11362
DB11362,DB12130
DB12612,DB11362
DB11362,DB12612
DB12267,DB11362
DB11362,DB12267
DB11827,DB11362
DB11362,DB11827
DB11952,DB11362
DB11362,DB11952
DB12941,DB11362
DB11362,DB12941
DB12825,DB11362
DB11362,DB12825
DB11796,DB11362
DB11362,DB11796
DB11732,DB11362
DB11362,DB11732
DB11362,DB15685
DB15685,DB11362
DB11363,DB12267
DB12267,DB11363
DB11363,DB12612
DB12612,DB11363
DB11560,DB15035
DB15035,DB11560
DB12001,DB11560
DB11560,DB12001
DB11560,DB11689
DB11689,DB11560
DB11951,DB11560
DB11560,DB11951
DB12364,DB11613
DB11613,DB12364
DB11901,DB11613
DB11613,DB11901
DB12010,DB11613
DB11613,DB12010
DB12141,DB11613
DB11613,DB12141
DB12070,DB11613
DB11613,DB12070
DB14840,DB11613
DB11613,DB14840
DB11952,DB11613
DB11613,DB11952
DB12332,DB11613
DB11613,DB12332
DB13125,DB11613
DB11613,DB13125
DB12035,DB11613
DB11613,DB12035
DB11760,DB11613
DB11613,DB11760
DB11967,DB11613
DB11613,DB11967
DB12130,DB11613
DB11613,DB12130
DB11855,DB11613
DB11613,DB11855
DB12147,DB11613
DB11613,DB12147
DB12825,DB11613
DB11613,DB12825
DB11732,DB11613
DB11613,DB11732
DB11951,DB11613
DB11613,DB11951
DB15328,DB11613
DB11613,DB15328
DB11652,DB11613
DB11613,DB11652
DB15685,DB11613
DB11613,DB15685
DB11632,DB12026
DB12026,DB11632
DB11632,DB12612
DB12612,DB11632
DB11632,DB11652
DB11652,DB11632
DB11640,DB11943
DB11943,DB11640
DB11640,DB14185
DB14185,DB11640
DB12130,DB11652
DB11652,DB12130
DB12941,DB11652
DB11652,DB12941
DB11901,DB11652
DB11652,DB11901
DB11652,DB12026
DB12026,DB11652
DB12141,DB11652
DB11652,DB12141
DB12332,DB11652
DB11652,DB12332
DB11979,DB11652
DB11652,DB11979
DB14568,DB11652
DB11652,DB14568
DB11760,DB11652
DB11652,DB11760
DB11951,DB11652
DB11652,DB11951
DB11952,DB11652
DB11652,DB11952
DB12364,DB11652
DB11652,DB12364
DB12457,DB11652
DB11652,DB12457
DB12825,DB11652
DB11652,DB12825
DB12887,DB11652
DB11652,DB12887
DB13125,DB11652
DB11652,DB13125
DB14126,DB11652
DB11652,DB14126
DB14723,DB11652
DB11652,DB14723
DB11652,DB15328
DB15328,DB11652
DB11689,DB11652
DB11652,DB11689
DB14840,DB11652
DB11652,DB14840
DB15822,DB11652
DB11652,DB15822
DB14761,DB11652
DB11652,DB14761
DB11757,DB11652
DB11652,DB11757
DB12001,DB11652
DB11652,DB12001
DB12010,DB11652
DB11652,DB12010
DB12267,DB11652
DB11652,DB12267
DB11828,DB11652
DB11652,DB11828
DB14539,DB11652
DB11652,DB14539
DB13943,DB11652
DB11652,DB13943
DB13944,DB11652
DB11652,DB13944
DB11718,DB11652
DB11652,DB11718
DB11837,DB11652
DB11652,DB11837
DB11921,DB11652
DB11652,DB11921
DB12301,DB11652
DB11652,DB12301
DB12371,DB11652
DB11652,DB12371
DB14185,DB11652
DB11652,DB14185
DB11652,DB14975
DB14975,DB11652
DB11652,DB15035
DB15035,DB11652
DB11652,DB15091
DB15091,DB11652
DB15233,DB11652
DB11652,DB15233
DB15102,DB11652
DB11652,DB15102
DB15685,DB11652
DB11652,DB15685
DB12674,DB11652
DB11652,DB12674
DB11703,DB11652
DB11652,DB11703
DB12978,DB11689
DB11689,DB12978
DB11703,DB11901
DB11901,DB11703
DB11703,DB12267
DB12267,DB11703
DB11703,DB14568
DB14568,DB11703
DB11703,DB14575
DB14575,DB11703
DB11703,DB11730
DB11730,DB11703
DB11703,DB13179
DB13179,DB11703
DB11703,DB12371
DB12371,DB11703
DB11703,DB15035
DB15035,DB11703
DB11703,DB11837
DB11837,DB11703
DB11703,DB12332
DB12332,DB11703
DB11703,DB12978
DB12978,DB11703
DB11703,DB11817
DB11817,DB11703
DB11703,DB12070
DB12070,DB11703
DB11703,DB11952
DB11952,DB11703
DB11703,DB12887
DB12887,DB11703
DB11703,DB12130
DB12130,DB11703
DB11703,DB11986
DB11986,DB11703
DB11703,DB12825
DB12825,DB11703
DB11703,DB14975
DB14975,DB11703
DB11703,DB11951
DB11951,DB11703
DB11703,DB15685
DB15685,DB11703
DB11718,DB11978
DB11978,DB11718
DB11718,DB13074
DB13074,DB11718
DB11718,DB11730
DB11730,DB11718
DB11718,DB12141
DB12141,DB11718
DB11718,DB14568
DB14568,DB11718
DB11943,DB11718
DB11718,DB11943
DB11718,DB11796
DB11796,DB11718
DB14185,DB11718
DB11718,DB14185
DB11718,DB12332
DB12332,DB11718
DB11718,DB12245
DB12245,DB11718
DB11718,DB13139
DB13139,DB11718
DB11718,DB12500
DB12500,DB11718
DB11718,DB11837
DB11837,DB11718
DB11718,DB11855
DB11855,DB11718
DB11718,DB11915
DB11915,DB11718
DB11979,DB11718
DB11718,DB11979
DB11718,DB11986
DB11986,DB11718
DB11718,DB12825
DB12825,DB11718
DB11796,DB11730
DB11730,DB11796
DB13074,DB11730
DB11730,DB13074
DB11730,DB13179
DB13179,DB11730
DB12267,DB11730
DB11730,DB12267
DB14185,DB11730
DB11730,DB14185
DB14575,DB11730
DB11730,DB14575
DB13867,DB11730
DB11730,DB13867
DB11730,DB13944
DB13944,DB11730
DB11817,DB11730
DB11730,DB11817
DB11730,DB12332
DB12332,DB11730
DB12010,DB11730
DB11730,DB12010
DB11952,DB11730
DB11730,DB11952
DB14681,DB11730
DB11730,DB14681
DB11921,DB11730
DB11730,DB11921
DB12978,DB11730
DB11730,DB12978
DB11986,DB11730
DB11730,DB11986
DB12825,DB11730
DB11730,DB12825
DB12941,DB11730
DB11730,DB12941
DB11730,DB15328
DB15328,DB11730
DB11730,DB12457
DB12457,DB11730
DB11828,DB11730
DB11730,DB11828
DB15102,DB11730
DB11730,DB15102
DB11730,DB14840
DB14840,DB11730
DB12674,DB11730
DB11730,DB12674
DB15822,DB11730
DB11730,DB15822
DB12364,DB11732
DB11732,DB12364
DB11823,DB11732
DB11732,DB11823
DB11732,DB14509
DB14509,DB11732
DB14185,DB11732
DB11732,DB14185
DB11732,DB12026
DB12026,DB11732
DB11732,DB13125
DB13125,DB11732
DB11732,DB11951
DB11951,DB11732
DB11943,DB11732
DB11732,DB11943
DB11732,DB12457
DB12457,DB11732
DB11732,DB12612
DB12612,DB11732
DB12364,DB11757
DB11757,DB12364
DB11757,DB13125
DB13125,DB11757
DB11757,DB14840
DB14840,DB11757
DB12141,DB11757
DB11757,DB12141
DB11757,DB14126
DB14126,DB11757
DB11757,DB14723
DB14723,DB11757
DB11757,DB13179
DB13179,DB11757
DB11757,DB12070
DB12070,DB11757
DB11757,DB12130
DB12130,DB11757
DB11757,DB14975
DB14975,DB11757
DB11757,DB12825
DB12825,DB11757
DB11757,DB11951
DB11951,DB11757
DB11757,DB12457
DB12457,DB11757
DB11757,DB15685
DB15685,DB11757
DB11817,DB11760
DB11760,DB11817
DB12010,DB11760
DB11760,DB12010
DB11796,DB11760
DB11760,DB11796
DB11978,DB11760
DB11760,DB11978
DB11828,DB11760
DB11760,DB11828
DB11760,DB12026
DB12026,DB11760
DB12332,DB11760
DB11760,DB12332
DB11979,DB11760
DB11760,DB11979
DB11986,DB11760
DB11760,DB11986
DB12941,DB11760
DB11760,DB12941
DB11791,DB11760
DB11760,DB11791
DB11791,DB14840
DB14840,DB11791
DB11796,DB12141
DB12141,DB11796
DB11796,DB14568
DB14568,DB11796
DB11796,DB11978
DB11978,DB11796
DB12161,DB11796
DB11796,DB12161
DB11796,DB13074
DB13074,DB11796
DB11943,DB11796
DB11796,DB11943
DB12267,DB11796
DB11796,DB12267
DB11796,DB12332
DB12332,DB11796
DB11796,DB12887
DB12887,DB11796
DB11796,DB13125
DB13125,DB11796
DB11979,DB11796
DB11796,DB11979
DB11986,DB11796
DB11796,DB11986
DB11796,DB12245
DB12245,DB11796
DB14185,DB11796
DB11796,DB14185
DB11796,DB13139
DB13139,DB11796
DB11796,DB11855
DB11855,DB11796
DB11796,DB11951
DB11951,DB11796
DB11796,DB12825
DB12825,DB11796
DB12015,DB11796
DB11796,DB12015
DB11796,DB15328
DB15328,DB11796
DB11796,DB12457
DB12457,DB11796
DB11796,DB12612
DB12612,DB11796
DB11901,DB11796
DB11796,DB11901
DB11796,DB12026
DB12026,DB11796
DB11817,DB14219
DB14219,DB11817
DB11817,DB12371
DB12371,DB11817
DB11817,DB11921
DB11921,DB11817
DB11817,DB14539
DB14539,DB11817
DB11817,DB12267
DB12267,DB11817
DB11817,DB14681
DB14681,DB11817
DB11817,DB12332
DB12332,DB11817
DB11817,DB11952
DB11952,DB11817
DB12001,DB11817
DB11817,DB12001
DB11817,DB12483
DB12483,DB11817
DB11817,DB12612
DB12612,DB11817
DB14185,DB11823
DB11823,DB14185
DB11859,DB11823
DB11823,DB11859
DB11823,DB14509
DB14509,DB11823
DB11823,DB14575
DB14575,DB11823
DB11823,DB11951
DB11951,DB11823
DB11823,DB12404
DB12404,DB11823
DB11823,DB14881
DB14881,DB11823
DB12364,DB11828
DB11828,DB12364
DB13125,DB11828
DB11828,DB13125
DB11951,DB11828
DB11828,DB11951
DB11828,DB14840
DB14840,DB11828
DB11967,DB11828
DB11828,DB11967
DB11828,DB12457
DB12457,DB11828
DB14185,DB11837
DB11837,DB14185
DB12941,DB11855
DB11855,DB12941
DB11986,DB11855
DB11855,DB11986
DB13679,DB11855
DB11855,DB13679
DB11855,DB12026
DB12026,DB11855
DB13874,DB11855
DB11855,DB13874
DB11936,DB11855
DB11855,DB11936
DB14185,DB11859
DB11859,DB14185
DB11859,DB14509
DB14509,DB11859
DB11859,DB14575
DB14575,DB11859
DB11859,DB11951
DB11951,DB11859
DB11859,DB13679
DB13679,DB11859
DB11901,DB12026
DB12026,DB11901
DB11901,DB12141
DB12141,DB11901
DB11901,DB14185
DB14185,DB11901
DB11901,DB14509
DB14509,DB11901
DB11901,DB14539
DB14539,DB11901
DB11901,DB13943
DB13943,DB11901
DB11901,DB13944
DB13944,DB11901
DB12332,DB11915
DB11915,DB12332
DB14509,DB11915
DB11915,DB14509
DB12130,DB11915
DB11915,DB12130
DB14185,DB11915
DB11915,DB14185
DB11951,DB11915
DB11915,DB11951
DB13679,DB11915
DB11915,DB13679
DB12245,DB11915
DB11915,DB12245
DB11963,DB11915
DB11915,DB11963
DB11921,DB12612
DB12612,DB11921
DB11921,DB13944
DB13944,DB11921
DB11921,DB12978
DB12978,DB11921
DB11936,DB12026
DB12026,DB11936
DB11943,DB14520
DB14520,DB11943
DB11943,DB13928
DB13928,DB11943
DB13231,DB11943
DB11943,DB13231
DB14681,DB11943
DB11943,DB14681
DB11943,DB14539
DB14539,DB11943
DB11943,DB13359
DB13359,DB11943
DB11943,DB13749
DB13749,DB11943
DB11943,DB14515
DB14515,DB11943
DB11943,DB14487
DB14487,DB11943
DB11943,DB14533
DB14533,DB11943
DB11943,DB14488
DB14488,DB11943
DB11943,DB14491
DB14491,DB11943
DB11943,DB11978
DB11978,DB11943
DB12267,DB11943
DB11943,DB12267
DB14006,DB11943
DB11943,DB14006
DB11943,DB12010
DB12010,DB11943
DB11943,DB12332
DB12332,DB11943
DB11943,DB12147
DB12147,DB11943
DB11943,DB11986
DB11986,DB11943
DB12941,DB11943
DB11943,DB12941
DB11943,DB14513
DB14513,DB11943
DB14185,DB11951
DB11951,DB14185
DB11951,DB14509
DB14509,DB11951
DB11951,DB12404
DB12404,DB11951
DB11978,DB11951
DB11951,DB11978
DB11979,DB11951
DB11951,DB11979
DB11986,DB11951
DB11951,DB11986
DB11951,DB12026
DB12026,DB11951
DB11951,DB12035
DB12035,DB11951
DB12500,DB11951
DB11951,DB12500
DB11951,DB14840
DB14840,DB11951
DB11951,DB12070
DB12070,DB11951
DB11951,DB12332
DB12332,DB11951
DB12301,DB11951
DB11951,DB12301
DB12483,DB11951
DB11951,DB12483
DB11951,DB15035
DB15035,DB11951
DB11952,DB11951
DB11951,DB11952
DB12141,DB11951
DB11951,DB12141
DB12825,DB11951
DB11951,DB12825
DB11951,DB12887
DB12887,DB11951
DB12941,DB11951
DB11951,DB12941
DB14723,DB11951
DB11951,DB14723
DB11951,DB15328
DB15328,DB11951
DB12147,DB11951
DB11951,DB12147
DB11951,DB13179
DB13179,DB11951
DB11951,DB15822
DB15822,DB11951
DB12015,DB11951
DB11951,DB12015
DB11951,DB12130
DB12130,DB11951
DB12267,DB11951
DB11951,DB12267
DB14568,DB11951
DB11951,DB14568
DB14575,DB11951
DB11951,DB14575
DB11951,DB14975
DB14975,DB11951
DB11951,DB14881
DB14881,DB11951
DB11952,DB11978
DB11978,DB11952
DB11952,DB12141
DB12141,DB11952
DB11952,DB12070
DB12070,DB11952
DB11952,DB14840
DB14840,DB11952
DB11952,DB12026
DB12026,DB11952
DB11952,DB12332
DB12332,DB11952
DB11952,DB14539
DB14539,DB11952
DB11952,DB14575
DB14575,DB11952
DB11952,DB13943
DB13943,DB11952
DB11952,DB13944
DB13944,DB11952
DB11952,DB13867
DB13867,DB11952
DB12267,DB11952
DB11952,DB12267
DB11952,DB12978
DB12978,DB11952
DB11952,DB13179
DB13179,DB11952
DB11952,DB11979
DB11979,DB11952
DB11952,DB15328
DB15328,DB11952
DB11952,DB12457
DB12457,DB11952
DB11952,DB14761
DB14761,DB11952
DB11967,DB11963
DB11963,DB11967
DB14185,DB11963
DB11963,DB14185
DB11967,DB12332
DB12332,DB11967
DB11967,DB12026
DB12026,DB11967
DB11967,DB11979
DB11979,DB11967
DB11967,DB12035
DB12035,DB11967
DB11967,DB12010
DB12010,DB11967
DB11967,DB12978
DB12978,DB11967
DB11967,DB12941
DB12941,DB11967
DB11967,DB14761
DB14761,DB11967
DB14185,DB11978
DB11978,DB14185
DB11978,DB13125
DB13125,DB11978
DB11978,DB12612
DB12612,DB11978
DB12364,DB11979
DB11979,DB12364
DB11979,DB14761
DB14761,DB11979
DB11979,DB12978
DB12978,DB11979
DB11979,DB12130
DB12130,DB11979
DB14185,DB11979
DB11979,DB14185
DB12941,DB11979
DB11979,DB12941
DB11986,DB13125
DB13125,DB11986
DB11986,DB14761
DB14761,DB11986
DB11986,DB12245
DB12245,DB11986
DB14185,DB11986
DB11986,DB14185
DB11986,DB12457
DB12457,DB11986
DB12001,DB12978
DB12978,DB12001
DB12001,DB14761
DB14761,DB12001
DB12015,DB12978
DB12978,DB12015
DB12015,DB14568
DB14568,DB12015
DB12015,DB14126
DB14126,DB12015
DB12015,DB12130
DB12130,DB12015
DB12015,DB12612
DB12612,DB12015
DB12015,DB12371
DB12371,DB12015
DB12015,DB12070
DB12070,DB12015
DB12015,DB12267
DB12267,DB12015
DB12015,DB12332
DB12332,DB12015
DB12015,DB14840
DB14840,DB12015
DB12015,DB15822
DB15822,DB12015
DB12015,DB13919
DB13919,DB12015
DB12015,DB12825
DB12825,DB12015
DB12015,DB12941
DB12941,DB12015
DB12015,DB15328
DB15328,DB12015
DB12015,DB12457
DB12457,DB12015
DB12364,DB12026
DB12026,DB12364
DB12141,DB12026
DB12026,DB12141
DB12070,DB12026
DB12026,DB12070
DB12332,DB12026
DB12026,DB12332
DB13125,DB12026
DB12026,DB13125
DB14126,DB12026
DB12026,DB14126
DB12035,DB12026
DB12026,DB12035
DB12978,DB12026
DB12026,DB12978
DB12130,DB12026
DB12026,DB12130
DB12147,DB12026
DB12026,DB12147
DB12825,DB12026
DB12026,DB12825
DB12941,DB12026
DB12026,DB12941
DB15328,DB12026
DB12026,DB15328
DB12457,DB12026
DB12026,DB12457
DB15685,DB12026
DB12026,DB15685
DB13231,DB12035
DB12035,DB13231
DB13359,DB12035
DB12035,DB13359
DB13749,DB12035
DB12035,DB13749
DB14515,DB12035
DB12035,DB14515
DB12035,DB14487
DB14487,DB12035
DB12035,DB14533
DB14533,DB12035
DB14488,DB12035
DB12035,DB14488
DB14491,DB12035
DB12035,DB14491
DB12035,DB14520
DB14520,DB12035
DB12364,DB12035
DB12035,DB12364
DB12332,DB12035
DB12035,DB12332
DB13125,DB12035
DB12035,DB13125
DB12035,DB14126
DB14126,DB12035
DB14840,DB12035
DB12035,DB14840
DB12825,DB12035
DB12035,DB12825
DB12035,DB15328
DB15328,DB12035
DB12457,DB12035
DB12035,DB12457
DB14513,DB12035
DB12035,DB14513
DB12070,DB13944
DB13944,DB12070
DB12070,DB12978
DB12978,DB12070
DB14185,DB12130
DB12130,DB14185
DB13867,DB12130
DB12130,DB13867
DB12130,DB13179
DB13179,DB12130
DB12130,DB15822
DB15822,DB12130
DB12301,DB12130
DB12130,DB12301
DB12483,DB12130
DB12130,DB12483
DB13919,DB12130
DB12130,DB13919
DB14539,DB12130
DB12130,DB14539
DB12130,DB12332
DB12332,DB12130
DB14575,DB12130
DB12130,DB14575
DB12500,DB12130
DB12130,DB12500
DB12130,DB14975
DB14975,DB12130
DB12130,DB13943
DB13943,DB12130
DB12130,DB13944
DB13944,DB12130
DB12267,DB12130
DB12130,DB12267
DB12130,DB15035
DB15035,DB12130
DB12130,DB12457
DB12457,DB12130
DB12130,DB15685
DB15685,DB12130
DB14185,DB12161
DB12161,DB14185
DB12161,DB14568
DB14568,DB12161
DB12161,DB14509
DB14509,DB12161
DB13074,DB12245
DB12245,DB13074
DB12332,DB12245
DB12245,DB12332
DB14185,DB12245
DB12245,DB14185
DB12612,DB12245
DB12245,DB12612
DB13139,DB12245
DB12245,DB13139
DB12825,DB12245
DB12245,DB12825
DB12267,DB13179
DB13179,DB12267
DB12267,DB12500
DB12500,DB12267
DB12267,DB14840
DB14840,DB12267
DB12267,DB12483
DB12483,DB12267
DB12267,DB13943
DB13943,DB12267
DB12267,DB13944
DB13944,DB12267
DB12267,DB12371
DB12371,DB12267
DB12267,DB15035
DB15035,DB12267
DB12267,DB12978
DB12978,DB12267
DB12267,DB14575
DB14575,DB12267
DB12267,DB14568
DB14568,DB12267
DB12267,DB12332
DB12332,DB12267
DB12267,DB12887
DB12887,DB12267
DB12267,DB12825
DB12825,DB12267
DB12267,DB14975
DB14975,DB12267
DB12267,DB12941
DB12941,DB12267
DB12267,DB15328
DB15328,DB12267
DB12267,DB12612
DB12612,DB12267
DB12267,DB15685
DB15685,DB12267
DB12301,DB13179
DB13179,DB12301
DB12301,DB12332
DB12332,DB12301
DB12500,DB12332
DB12332,DB12500
DB12332,DB13944
DB13944,DB12332
DB14840,DB12332
DB12332,DB14840
DB14185,DB12332
DB12332,DB14185
DB12978,DB12332
DB12332,DB12978
DB12941,DB12332
DB12332,DB12941
DB12612,DB12332
DB12332,DB12612
DB15822,DB12332
DB12332,DB15822
DB12612,DB12371
DB12371,DB12612
DB14219,DB12371
DB12371,DB14219
DB13139,DB12371
DB12371,DB13139
DB14185,DB12371
DB12371,DB14185
DB15685,DB12371
DB12371,DB15685
DB14539,DB12371
DB12371,DB14539
DB14568,DB12371
DB12371,DB14568
DB14575,DB12371
DB12371,DB14575
DB14681,DB12371
DB12371,DB14681
DB12371,DB15035
DB15035,DB12371
DB12483,DB12371
DB12371,DB12483
DB12978,DB12371
DB12371,DB12978
DB15233,DB12371
DB12371,DB15233
DB12371,DB13179
DB13179,DB12371
DB12825,DB12371
DB12371,DB12825
DB12371,DB14975
DB14975,DB12371
DB14509,DB12404
DB12404,DB14509
DB14575,DB12404
DB12404,DB14575
DB12455,DB14533
DB14533,DB12455
DB14513,DB12455
DB12455,DB14513
DB12500,DB13944
DB13944,DB12500
DB14219,DB12612
DB12612,DB14219
DB14539,DB12612
DB12612,DB14539
DB13919,DB12612
DB12612,DB13919
DB12941,DB12612
DB12612,DB12941
DB12612,DB14840
DB14840,DB12612
DB12612,DB15685
DB15685,DB12612
DB12615,DB14126
DB14126,DB12615
DB13868,DB12615
DB12615,DB13868
DB12615,DB00781
DB00781,DB12615
DB13867,DB12825
DB12825,DB13867
DB14539,DB12825
DB12825,DB14539
DB14575,DB12825
DB12825,DB14575
DB12825,DB13943
DB13943,DB12825
DB12825,DB13944
DB13944,DB12825
DB14723,DB12825
DB12825,DB14723
DB12825,DB15328
DB15328,DB12825
DB14568,DB12825
DB12825,DB14568
DB12825,DB13074
DB13074,DB12825
DB14185,DB12825
DB12825,DB14185
DB12825,DB15685
DB15685,DB12825
DB12825,DB15035
DB15035,DB12825
DB12825,DB12978
DB12978,DB12825
DB12825,DB13179
DB13179,DB12825
DB12887,DB13179
DB13179,DB12887
DB14840,DB12887
DB12887,DB14840
DB14539,DB12887
DB12887,DB14539
DB14575,DB12887
DB12887,DB14575
DB14681,DB12887
DB12887,DB14681
DB12887,DB13943
DB13943,DB12887
DB12887,DB13944
DB13944,DB12887
DB14568,DB12887
DB12887,DB14568
DB12978,DB12887
DB12887,DB12978
DB12887,DB15328
DB15328,DB12887
DB12941,DB12887
DB12887,DB12941
DB12941,DB12978
DB12978,DB12941
DB12941,DB13179
DB13179,DB12941
DB12941,DB13125
DB13125,DB12941
DB12941,DB15328
DB15328,DB12941
DB12978,DB14761
DB14761,DB12978
DB14575,DB12978
DB12978,DB14575
DB13867,DB12978
DB12978,DB13867
DB12978,DB13944
DB13944,DB12978
DB12978,DB15822
DB15822,DB12978
DB12978,DB14126
DB14126,DB12978
DB14783,DB12978
DB12978,DB14783
DB12978,DB15685
DB15685,DB12978
DB12978,DB13179
DB13179,DB12978
DB12978,DB14975
DB14975,DB12978
DB14568,DB13074
DB13074,DB14568
DB14185,DB13074
DB13074,DB14185
DB14681,DB13074
DB13074,DB14681
DB14539,DB13169
DB13169,DB14539
DB14681,DB13169
DB13169,DB14681
DB14185,DB13679
DB13679,DB14185
DB13679,DB14575
DB14575,DB13679
DB13867,DB13928
DB13928,DB13867
DB13919,DB14509
DB14509,DB13919
DB13919,DB14498
DB14498,DB13919
DB14185,DB13919
DB13919,DB14185
DB14540,DB13928
DB13928,DB14540
DB14681,DB13944
DB13944,DB14681
DB13944,DB14975
DB14975,DB13944
DB15685,DB13944
DB13944,DB15685
DB13995,DB14488
DB14488,DB13995
DB13995,DB14491
DB14491,DB13995
DB14509,DB14126
DB14126,DB14509
DB14761,DB14126
DB14126,DB14761
DB00781,DB14126
DB14126,DB00781
DB14185,DB14568
DB14568,DB14185
DB14185,DB14575
DB14575,DB14185
DB14185,DB15685
DB15685,DB14185
DB14539,DB15685
DB15685,DB14539
DB14568,DB14723
DB14723,DB14568
DB14568,DB14840
DB14840,DB14568
DB14568,DB15035
DB15035,DB14568
DB14568,DB15328
DB15328,DB14568
DB14568,DB15685
DB15685,DB14568
DB14575,DB15035
DB15035,DB14575
DB14575,DB15685
DB15685,DB14575
DB14575,DB14881
DB14881,DB14575
DB14761,DB15685
DB15685,DB14761
DB14975,DB15035
DB15035,DB14975
DB00701,DB01200
DB01200,DB00701
DB00719,DB01200
DB01200,DB00719
DB01200,DB11186
DB11186,DB01200
DB01200,DB00521
DB00521,DB01200
DB01200,DB04837
DB04837,DB01200
