drugid1,protein_name
D03LRY,P18825
D08ZRA,P08913
D08ZRA,P18089
D08ZRA,P18825
D0P0IX,P28223
D0P0IX,P35348
D0P0IX,P35368
D0P0IX,P25100
D0P0IX,P21728
D0P0IX,P14416
DB01204,Q02880
DB04348,Q12908
D02UJD,P14416
DB00645,Q14524
DB00750,Q14524
D07BTU,P16455
D04RNU,P16455
D0B5BG,P16455
D0I3PG,Q92523
DB06506,P08908
DB12385,P11387
DB04256,Q14416
D0P0DA,P04054
DB00158,P41440
D0I0NY,P00734
DB12549,Q02880
DB02056,P43115
DB02056,P35408
D07MPJ,P03366
D0J2SM,P07477
D0P3KA,P09917
D0P3KA,P23219
D0P3KA,P35354
D0N1PA,P25103
D05ZQV,P11387
DB01064,P08588
D09PYD,P08473
D0IL8R,P20292
DB04947,Q01959
D0X9KE,P09917
D0C2QF,P41143
D0C2QF,P41145
D0R5RE,P09848
D0X6BK,P10253
D01UDC,P11229
D01UDC,P08172
D01UDC,P20309
D01UDC,P08173
D0HK5B,P30542
D0HK5B,P29274
D0H5WL,P41597
D01IZN,P12931
D09DVB,P12931
D0B4PI,P12931
D0Q2UZ,P12931
D0W7LW,P12931
D07ERV,P06239
D07ERV,P12931
D0A2LX,P06239
D0A2LX,P12931
D05OHF,P21728
D05OHF,P14416
D0L1IS,P14416
D0Q1KL,P10253
D0IX0N,P29475
DB00610,P14416
D0K5QW,P51685
D02IVU,P14555
D02IVU,P04054
D0B9VV,P14555
D0B9VV,P04054
D03BAB,P14555
D03BAB,P04054
D0X8MZ,P11229
D0X8MZ,P08172
D0X8MZ,P20309
D0T9SJ,P11473
D01VKE,P04183
DB05119,P04183
D0E9KB,Q05586
D0E9KB,Q12879
D0E9KB,Q13224
D0S3TY,Q05586
D0S3TY,Q12879
D0S3TY,Q13224
D04JJL,Q05586
D04JJL,Q12879
D04JJL,Q13224
D0ZD4F,Q05586
D0ZD4F,Q12879
D0ZD4F,Q13224
D06RFW,Q05586
D06RFW,Q12879
D06RFW,Q13224
D0U8BM,Q05586
D0U8BM,Q12879
D0U8BM,Q13224
D02FEV,Q12908
DB03783,P20839
D07RFM,Q05586
D07RFM,Q13224
D06NIS,Q05586
D06NIS,Q13224
D0W0HN,Q05586
D0W0HN,Q12879
D0W0HN,Q13224
D03CAE,Q05586
D03CAE,Q12879
D03CAE,Q13224
D06QXT,Q05586
D06QXT,Q12879
D06QXT,Q13224
D05WZA,Q12879
D0A5ET,Q05586
D0A5ET,Q12879
D0A5ET,Q13224
D0V5IZ,Q05586
D0V5IZ,Q13224
D0T1GZ,Q05586
D0T1GZ,Q13224
D0J1AE,Q05586
D0J1AE,Q13224
DB06468,P48764
D09FGQ,P39898
D09FGQ,P46925
DB00877,P41145
D05NBU,P03366
D00YBW,P69905
D00FRY,P08543
DB00784,P35354
D0P3HP,P08913
D0P3HP,P18089
D0P3HP,P18825
D05MDY,P11229
D05MDY,P08172
D05MDY,P20309
D05MDY,P08173
D05MDY,P08912
D0V6KF,P30968
D0T4JO,P25103
D0UG6N,P25103
D0TL4O,P25103
D0Q1RC,Q02880
DB09526,P05106
DB14025,P0A0K8
D0R1QJ,P27815
D0R1QJ,Q07343
D0R1QJ,Q08499
D0R3PD,P49356
D07VPG,Q02880
D0K2NA,Q9Y271
D0K2NA,P21731
DB00405,P35367
D02VLR,P23219
D0O8XG,P23219
D01EWD,P23219
D0X9VY,P23219
D00RCV,P23219
D04KAM,P23219
D0M7EI,P23219
D0K2PS,P14416
DB12661,P08908
DB12693,P41595
D0GR2J,P03372
D07HWB,P00734
D07HWB,P00742
D0I1UF,P00734
D0I1UF,P00742
D0Z2TG,P00734
D0Z2TG,P00742
D0E6SO,P00734
D0E6SO,P00742
D05XMY,P17252
D0L8CK,P17252
D0W7JA,P17252
D0P4JO,P17252
D0J8RP,P14416
D02OEI,P14416
D0Z4VD,P14416
D0R9KV,P14416
D0K6QX,P14416
D0H2GH,P14416
D0S1GB,P14416
D0M9TM,P14416
D0Y3UL,P14416
DB00274,P0AD68
DB04570,P0AD68
DB16148,P34995
DB11315,P20309
D07CRG,P09874
D05ZTI,P09874
D03JRJ,P23141
D0O4BC,P08908
D07HRP,P06493
D07HRP,P14635
DB03777,P06493
DB03777,P14635
D0R4WW,P11511
D00PSJ,Q9Y5N1
D02LZL,Q9Y5N1
D0V8MJ,Q9Y5N1
D00RUN,Q9Y5N1
D0DG5A,Q9Y5N1
D04ZOI,Q9Y5N1
D0W1GR,Q9Y5N1
D08HYX,Q9Y5N1
D05VNG,P03956
D05VNG,P08253
D05VNG,P08254
D0H2IT,P14416
D07NFJ,P46925
D00QMZ,P46925
D08XLM,P46925
DB15640,P27815
DB15640,Q07343
DB15640,Q08499
D04PBA,P14416
D04PBA,P35462
D01KIH,P14416
D01KIH,P35462
D01KIH,P21917
D0O9BZ,P14416
D0O9BZ,P35462
D0O9BZ,P21917
D0TU5W,P14416
D0TU5W,P35462
D0TU5W,P21917
D0S1XN,P14416
D0S1XN,P35462
D0S1XN,P21917
DB12459,P11387
D00YCU,P16234
D00YCU,P09619
D01FWD,P16234
D01FWD,P09619
D01MUN,P16234
D01MUN,P09619
D02XKJ,P16234
D02XKJ,P09619
D0A8EK,P29275
DB04971,Q07869
DB04971,P37231
DB12110,P28223
DB00491,O43451
DB13178,P9WPG1
DB11753,P47768
DB05188,Q03181
DB05676,P11802
DB05676,Q00534
D01JFM,P35367
DB06461,P09038
DB12004,P24385
D08TPS,P01133
D0YS2W,P07550
DB11878,P26664
DB15065,P47871
DB12392,Q13547
DB13101,Q13547
D0EK1C,Q8NER1
DB13107,Q07075
D00YDN,P11309
DB00688,P12268
DB08915,Q07869
D0E9HQ,P49763
D0XH0K,O43193
D0K8NR,P49768
D0K8NR,P36544
DB12181,P11597
D0T9HG,P22894
D0DU5S,P30411
D0L6RT,P21554
D0L6RT,P34972
D08CEE,P03956
D08CEE,P08253
D08CEE,P08254
D0F8BZ,P25101
D0F8BZ,P24530
D0Y8UY,P25101
D0Y8UY,P24530
D06OSN,P25101
D06OSN,P24530
D0G2XM,P43119
D09ZGN,P22303
D0C6QF,P22303
D0O1JC,P22303
D0D3TG,P22303
D08IRN,P09917
D09EUH,P08254
D0L6JS,P35348
D0L6JS,P35368
D0L6JS,P25100
D09PIF,P35348
D09PIF,P35368
D09PIF,P25100
D0N7UE,P35348
D0N7UE,P35368
D0N7UE,P25100
D02TQC,P35348
D02TQC,P35368
D02TQC,P25100
D0BC6Q,P35348
D0BC6Q,P35368
D0BC6Q,P25100
D0J3AO,P29371
DB01954,P27815
D0U4ZY,P05106
DB04098,Q05655
DB04098,Q02156
DB04098,P24723
DB04098,Q05513
DB04098,P17252
DB04098,P05771
DB04098,P05129
D07FEO,Q01668
D09DNJ,P38631
D08GFG,P05129
D0H7PR,Q05586
D0H7PR,Q12879
D0H7PR,Q13224
D00KGK,Q05586
D00KGK,Q12879
D00KGK,Q13224
D0D5HM,Q05586
D0D5HM,Q12879
D0D5HM,Q13224
D0D4IG,Q05586
D07DHN,Q05586
D06NYB,Q05586
D0S6TW,Q05586
D03KSL,P35354
DB07931,P03372
DB07931,Q92731
D07IHY,P37231
D0MS8T,P24530
D0X1ZC,P24530
D05OEO,P24530
D04NWU,Q13258
D05OPY,P56221
D09XXN,P56221
D0O0SH,P50052
D03SPJ,P03366
D0X7BP,Q05586
D07VZG,P11229
D07VZG,P08172
D07VZG,P20309
D07VZG,P08173
D07VZG,P08912
D0R2JE,P11229
D0R2JE,P08172
D0R2JE,P20309
D0R2JE,P08173
D0R2JE,P08912
D0X2JU,P11229
D0X2JU,P08172
D0X2JU,P20309
D0X2JU,P08173
D0X2JU,P08912
D06VST,P11229
D06VST,P08172
D06VST,P20309
D06VST,P08173
D06VST,P08912
D0QL1X,P11229
D0QL1X,P08172
D0QL1X,P20309
D0QL1X,P08173
D0QL1X,P08912
D0R8FS,P11229
D0R8FS,P08172
D0R8FS,P20309
D0R8FS,P08173
D0R8FS,P08912
D0B8AQ,P11229
D0B8AQ,P08172
D0B8AQ,P20309
D0B8AQ,P08173
D0B8AQ,P08912
D0C9VH,P11229
D0C9VH,P08172
D0C9VH,P20309
D0C9VH,P08173
D0C9VH,P08912
D03WOS,P22303
D0MB3S,P22303
D0X4EV,P22303
D0V0PS,P22303
D0CE9U,P32238
D0EZ2W,P32238
D0K5UH,P32238
D0O0IZ,P32238
D0O0IZ,P32239
D04VOM,P32238
D04VOM,P32239
D0G7RE,P32238
D0G7RE,P32239
D0L9OU,P32238
D0L9OU,P32239
D0G1CK,P32238
D0G1CK,P32239
D0CE9U,P32239
DB11842,P50052
D0M2TB,P25101
D0M2TB,P24530
D0NI1W,P25101
D0NI1W,P24530
D0P1UW,P42892
D0ZY2T,P42892
D0I6EU,P42892
D09TSC,P17252
D09TSC,P05771
D09TSC,Q05655
D03GCN,P05106
D01FVY,P48039
D01FVY,P49286
D05LYL,Q15722
D0T6DR,P54289
D0T6DR,Q9NY47
D0T6DR,Q8IZS8
D0D1EU,P54289
D03SXN,P25103
D0L7RU,Q05586
D0L7RU,Q12879
D0L7RU,Q13224
D0P4RL,Q05586
D0P4RL,Q12879
D0P4RL,Q13224
D0UB6U,Q05586
D0UB6U,Q12879
D0UB6U,Q13224
D0AZ5V,Q05586
D0AZ5V,Q12879
D0AZ5V,Q13224
DB12961,Q9NPC1
DB13775,P08908
D0Q1HK,P08908
D0L5YC,P08908
D09BJW,P08908
D00JMZ,Q13936
D00JMZ,Q01668
D0Q3XB,P17252
D0Q3XB,P05771
D0Y2RM,P30542
D0Y2RM,P29274
D0Y2RM,P29275
D0GS7N,P50052
D0T6WV,P30556
D0Y8YN,O75899
D00KLR,O75899
D0N4WZ,O75899
D01TSN,P14416
D0F5AQ,P08684
D03ANS,P36897
D06WUE,P20248
D06WUE,P50613
D0L6ZY,P50579
D0L4YF,P50579
D08AXA,P50579
D0B1LR,P50579
D04MIY,P50579
D07PXR,P50579
D0C0UB,P50579
DB11145,P50579
D01HUQ,P17655
D0O8HW,P32238
D0I4VT,P08908
D0I4VT,P28223
D0I4VT,P14416
D0I4VT,P35462
D04CTN,P08908
D04CTN,P14416
D04CTN,P35462
D0C9TZ,P08908
D0S5ZY,P08908
D0S5ZY,P28223
D0S5ZY,P14416
D0N0LZ,P08908
D0N0LZ,P28223
D0N0LZ,P14416
D02XXA,P08908
D02XXA,P14416
D0GI7S,P14416
D08WOG,P06239
D0L4HJ,P06239
D0FH3M,P16234
D0FH3M,P09619
D04AAV,P11229
D04AAV,P08172
D0K1MA,P08473
D02DLE,P08473
D04JUJ,P14416
D01YBD,P08908
D01YBD,P28223
D00TVY,P12931
D06CYG,P12931
D0J7AI,P11387
D0GR2H,P07477
D06IGT,Q15722
D06IGT,Q9NPC1
D0K3CJ,P09619
D02QBH,P09619
D0F1RU,P09619
D0YE1X,P16234
D0YE1X,P09619
D0C2KK,P09619
D03HLH,P00533
D03HLH,P09619
D05QMN,P00533
D05QMN,P09619
D0Y1CJ,P09619
D03FCU,P09619
D03IPZ,P09619
D01XDV,P09619
D09QTC,P09619
D0ZS3F,P09619
D0R8BC,P09619
D0VJ5W,P09619
D0CW1Q,P09619
D02SNO,P25103
D0N0GT,P25103
D02TKI,P25103
DB15623,P03366
DB16013,P41146
DB04938,P03372
DB12889,Q15761
DB00327,P35372
DB16266,P50052
DB05351,P51164
D0Q4YP,P27487
D0D5RH,P00742
DB12756,Q96GD4
D08XWZ,P28221
D03JSS,P28221
D0NN8N,P28223
D0NN8N,P18825
D0F4NH,P26664
DB08279,P26664
DB13104,Q9UM73
DB14875,P28845
D09DIB,P28845
DB13016,Q9Y271
DB13016,Q14416
DB04851,P08183
D0M5WS,P55157
DB12390,Q03181
D02VBX,P00441
DB14854,P36544
DB15431,Q9Y243
D0V2WK,P20831
DB12509,Q9Y478
DB12509,Q13131
DB16095,Q96CA5
DB13062,Q96B36
DB11925,Q96B36
DB12674,P30876
DB05992,Q14232
DB15010,Q01201
DB12134,P11388
DB11807,P32297
D08LRV,P45984
DB12986,Q96B36
DB13103,P11388
D0E8MW,P23219
DB12635,P05120
D09JFY,P31213
D01EPO,Q13557
DB16095,Q13075
DB13062,Q9BVC4
DB11925,Q9BVC4
DB12674,P24928
DB11877,P31644
DB08892,Q99928
DB15010,Q04206
D08LRV,P45983
DB12986,Q9BVC4
D08LQD,Q99928
DB03515,P14060
DB12635,P05121
D0Y9HH,P43681
D0F5VX,P31751
DB12986,Q8N122
DB09116,P05091
D09JFY,P18405
D0T0OW,Q01433
D0M6BD,P04049
DB16095,Q13489
DB03977,P0DP24
D01EPO,Q13554
DB06608,P08574
D00SBX,P78352
D0OQ1I,P68104
D0Z7MJ,P62508
D0X6YR,P09467
D0P6IA,Q14697
DB01956,O75311
D0Z5LU,P0DMV8
D0B5KE,P18065
D07VQW,P08887
D02WII,P26010
DB03401,Q14573
DB01205,P47869
DB01205,P34903
DB01205,P31644
D07KNG,P78559
DB01205,Q99928
DB00425,Q99928
D0O7NV,Q99928
D06SAT,Q99928
D08KDK,Q99928
DB01053,P02919
DB04216,Q7L5N7
D03AJX,P25786
D0Z9NY,P20648
D0FQ6O,O95059
D02DWK,Q8NHU3
D0Q7JJ,Q9NUV7
D0F5VX,P31749
D0PM9P,P20831
D0L8BN,P11388
D0T6PV,P20831
DB12095,Q8IWU9
D0KN2M,Q8TE23
D0ZD2M,Q8TBC4
D0V3ZN,P20648
D0E7YK,Q9UBS5
DB00827,P11388
D0SD3Q,Q99928
DB04175,P09467
DB07895,P49354
DB07841,P49354
DB08231,P0DP24
DB04640,P07195
D08JPU,Q01201
D09VWI,P0DMV8
D0JF6O,P23219
DB04863,P08514
D0Q5TH,P11388
DB06160,P11388
DB00384,P51170
DB01396,P14415
D0S3RB,P08514
D0I0HL,P11388
DB06151,Q01201
DB00276,P11388
DB12025,Q01201
DB12622,P11388
D02NCW,P11388
D0Z1RJ,P11274
DB01053,P02918
D0VO7R,P08514
D0R6RU,P11274
DB15096,Q15822
D0P0XA,Q15822
D03AJX,Q01201
D06YGF,Q01201
D08EES,P11388
DB00978,P11388
D0X1ZV,P31350
D02VOJ,Q99928
D0VO7R,P11388
DB12948,P31350
DB00159,P23219
D04DYZ,P49354
D06HRX,P14867
D06HRX,P47869
D06HRX,P34903
D06HRX,P31644
D06HRX,P47870
D06HRX,P18507
D0S9YE,P14867
D0S9YE,P18507
D0D6IU,P14867
D0D6IU,P18507
D0X2CC,P14867
D05YQE,P14867
D0N9DG,P14867
D0S4RQ,P14867
DB09215,P23219
D0B5KE,P08833
DB00831,P0DP24
D0TT5K,O75311
D0O9MG,P14867
D0O9MG,P47869
D0O9MG,P34903
D0O9MG,P31644
D0O9MG,P18507
D06BFP,P47869
D06BFP,P18507
DB05410,P23219
DB05129,P11388
D06FRZ,Q01201
D0MY0M,Q01201
D06MAL,Q01201
D00SRS,Q01201
D0LH9A,Q01201
D09FBD,Q01201
D0M6DV,Q01201
D06ZIE,Q01201
DB00390,P14415
D0O1YH,Q9Y478
DB13063,Q01201
D0ER0L,P14867
D0ER0L,P47870
D0ER0L,P18507
D0I4HT,P14867
D0I4HT,P47870
D0I4HT,P18507
D0R1IL,P14867
D0R1IL,P47870
D0R1IL,P18507
D05SVA,P14867
D05SVA,P47870
D05SVA,P18507
D0Z3EI,P11388
DB11859,P14867
DB11859,P47870
DB11859,P18507
DB12308,P14867
DB12308,P47870
DB12308,P18507
DB04967,P11388
DB05518,P09467
D00LAR,P49354
D0ZE9C,Q99928
D01ZJM,P9WGY7
DB16159,Q92542
DB05289,Q92542
DB12350,P14415
D09AVL,P14867
D09AVL,P18507
D0JV5L,P14867
D0JV5L,P18507
D01BVR,P14867
D01BVR,P18507
D0P3FZ,P14867
D0P3FZ,P18507
D0F3IP,P23219
D05OQX,P23219
D0H2LT,Q9UBS5
D0VR3K,Q9UBS5
D08PXU,Q9UBS5
D0AK9X,Q9UBS5
D09YCW,Q9UBS5
D09WJO,Q9UBS5
D0C9XA,Q9UBS5
D06GAI,P14867
D06GAI,P47870
D06GAI,P18507
D0O9SG,P14867
D0O9SG,P47870
D0O9SG,P18507
D01UZT,P14867
D01UZT,P47870
D01UZT,P18507
D0V4GI,P14867
D0V4GI,P47870
D0V4GI,P18507
D02VIP,P06756
D0VD3M,Q01201
D0J0ZF,Q01201
D0B7EP,Q01201
D0Y0CA,Q01201
D0R2MO,Q01201
D0CQ5F,Q01201
D00RAO,Q01201
D0B8RN,Q01201
D0F7UW,Q01201
D0N2GO,Q01201
D0V4PJ,Q01201
D00EOD,Q01201
D0J7XB,Q01201
D05DHX,Q01201
D06EUJ,P14867
D06EUJ,P47870
D06EUJ,P18507
D0G6IG,P14867
D0G6IG,P47870
D0G6IG,P18507
D0WC5L,P14867
D0WC5L,P47870
D0WC5L,P18507
D02FXS,P14867
D02FXS,P47870
D02FXS,P18507
D09RWW,P14867
D09RWW,P47870
D09RWW,P18507
D03CKN,P14867
D03CKN,P47870
D03CKN,P18507
D04EOV,P14867
D04EOV,P47870
D04EOV,P18507
D03LMR,P14867
D03LMR,P34903
D03LMR,P47870
D03LMR,P18507
D0S6ME,P14867
D0S6ME,P47870
D0S6ME,P18507
D0B4CQ,P14867
D0B4CQ,P47870
D0B4CQ,P18507
D0CR6M,P14867
D0CR6M,P47870
D0CR6M,P18507
D0M0ZX,P14867
D0M0ZX,P47870
D0M0ZX,P18507
D08AID,P14867
D08AID,P47870
D08AID,P18507
D02CZO,P14867
D02CZO,P34903
D02CZO,P47870
D02CZO,P18507
D05TVT,P14867
D05TVT,P47870
D05TVT,P18507
D06OSB,P14867
D06OSB,P47870
D06OSB,P18507
D05OOA,P14867
D05OOA,P47870
D05OOA,P18507
D03FBS,P14867
D03FBS,P47870
D03FBS,P18507
D0M2AY,P14867
D0M2AY,P47870
D0M2AY,P18507
DB01405,P20831
D03KPZ,P11388
D0M2LV,Q92542
D00DFR,Q92542
D04TWU,Q92542
D0I8BA,Q92542
DB04903,Q99928
D0FR4S,P14867
D0FR4S,P47870
D0FR4S,P18507
DB00996,Q9UBS5
DB11582,P14867
DB11582,P47870
DB11582,P18507
DB11582,O75311
D09MHS,P14867
D09MHS,P47870
D09MHS,P18507
D09MHS,O75311
D04RVA,P14867
D04RVA,P47870
D04RVA,P18507
D04RVA,O75311
D0LP2K,P14867
D0LP2K,P47870
D0LP2K,P18507
D0LP2K,O75311
D06XGL,P14867
D06XGL,P47870
D06XGL,P18507
D06XGL,O75311
D08YLW,P14867
D08YLW,P47870
D08YLW,P18507
D08YLW,O75311
D0C9XA,P14867
D0C9XA,P47870
D0C9XA,P18507
D0G5CI,Q14571
D0S0EQ,P20648
DB02778,P09467
D06GOK,P0DP24
DB01708,P14060
DB02111,P07195
DB01841,Q14697
DB02401,P07195
DB03162,P07195
DB01561,P14060
DB14511,P0DP24
D07LUR,P08887
DB02379,Q14697
D09TVP,P0DP24
DB04493,P09467
DB03977,P0DP23
D04PQN,P14867
D04PQN,P47870
D04PQN,P18507
D05WEF,P14867
D05WEF,P47870
D05WEF,P18507
D0GE4A,P14867
D0GE4A,P47870
D0GE4A,P18507
D03OEN,P14867
D03OEN,P47870
D03OEN,P18507
DB01273,P43681
D0M4ZK,O75311
D0X3TL,O75311
DB06743,O75311
DB00465,P23219
D0B1XN,P12532
DB00991,P23219
D0R7GH,P20648
DB00619,P11274
DB00631,P31350
D01IRW,P23219
D0E7FU,Q01201
D05OPF,Q01201
D04VQM,Q01201
D02EHZ,Q01201
D01NVL,Q01201
D08ZBD,Q01201
D08KJM,Q01201
D0X8OL,Q01201
DB00241,P14867
DB01353,P14867
DB00898,P14867
DB00189,P14867
DB00189,P47870
DB00371,P14867
DB00474,P14867
DB01028,P14867
DB01107,P14867
DB01595,P14867
DB00466,P14867
DB00794,P14867
D00SBD,Q01201
D0T0OW,P23109
DB04868,P11274
DB00795,Q01201
D03OFN,P11388
D0V6EY,P11388
DB06157,P14415
D0H6WG,P09467
DB08484,P09467
DB04944,Q9Y478
DB09084,P23219
D05BCU,P20648
D07VGG,P18440
DB01051,P11388
D05JRA,Q13976
D01OLO,Q01201
DB06682,P23219
D0T5OW,P09467
D0L8EN,P09467
DB07292,P09467
D0J3EJ,P09467
D0I8QS,P23219
DB01126,P31213
DB01216,P18405
DB12263,Q92542
D03CVY,P11388
D02XUD,P14867
D02XUD,P47870
D02XUD,P18507
D0J2PO,Q01201
D07JDD,Q01201
DB15495,Q01201
D02PDP,P11388
D08YKN,P11388
D0V2KV,P11388
D00WYS,P11388
D03JZQ,P11388
D08NFP,P11388
D0MI5C,P11388
D02GSX,P11388
D0D3RL,P11274
DB12312,Q99928
D0DS0O,P11388
DB12852,Q92542
D0T7WQ,P11388
D08BXK,P47869
D08BXK,P34903
D08BXK,P31644
D08BXK,P18507
D0R5OU,P14867
D0R5OU,P47869
D0R5OU,P34903
D0R5OU,P31644
D0R5OU,P18507
D0P3BU,P14867
D0P3BU,P47869
D0P3BU,P34903
D0P3BU,P31644
D0P3BU,P18507
D06WMM,P47869
D06WMM,P34903
D06WMM,P31644
D06WMM,P18507
D01CUR,P34903
D01CUR,P31644
D09MYJ,P47869
D09MYJ,P34903
D09MYJ,P31644
D09MYJ,P18507
D08BOP,P47869
D08BOP,P34903
D08BOP,P31644
D08BOP,P18507
D01IHM,P47869
D01IHM,P34903
D01IHM,P31644
D0D4MM,P14867
D0D4MM,P47869
D0D4MM,P34903
D0D4MM,P31644
D0D4MM,P18507
D0C6WO,P14867
D0C6WO,P47869
D0C6WO,P34903
D0C6WO,P31644
D0C6WO,P18507
D01UVU,Q9Y478
DB08597,Q9Y478
D0M2WZ,P34903
DB04641,P07195
DB03323,Q14697
DB08846,P0DMV8
D0ZW2F,P0DMV8
D0GP7D,P0DMV8
D02KRI,P31213
DB12404,Q99928
DB12244,P43681
D0FQ2N,P14867
D0FQ2N,P47870
D0FQ2N,P18507
D0TF1E,P43681
DB06529,Q99928
DB06579,P34903
DB09116,P00352
D0Q3QS,P23219
DB12576,Q99928
DB06685,Q01201
DB11893,Q92542
D04BXX,P11274
DB12463,Q92542
D01ODU,P20831
DB12527,P43681
D02XXK,P14867
D02XXK,P47870
D02XXK,P18507
D0X4MN,P45984
D0J8ZH,P11388
D03YCW,P11388
D0KS2X,P14867
D0KS2X,P18507
D06QOX,P14867
D06QOX,P18507
D00SXO,P14867
D00SXO,P18507
D06ZOM,P14867
D06ZOM,P18507
D0O4MK,P14867
D09NNI,P14867
D07MRF,P14867
D05LXP,P14867
D0F8AP,P14867
DB00779,P11388
D04MRV,P11388
D00MAN,P11388
D06DTT,P14867
DB11753,P9WGY7
D01BCQ,P14867
D0WH4P,O43837
D0D2NV,P14867
D03EQH,P14867
D0K6WD,P14867
D05AEG,P14867
D0ZJ5V,P14867
DB00817,P11388
D0P2DB,P14867
D02BBN,Q9UBS5
D04JTK,P14867
D06BNI,P14867
D02HEK,P14867
D0C8CR,P14867
DB00385,P11388
DB11859,O14764
D09SWM,P14060
DB00548,P31213
DB00467,P11388
DB00487,P11388
D0KN2M,Q7RTX1
D0T3NB,P14415
D0E0JF,P23219
D03NXV,P11388
D09ACO,P14867
D09ACO,P47869
D09ACO,P34903
D09ACO,P31644
D09ACO,P47870
D09ACO,P18507
D0A8EU,P14867
D0A8EU,P47869
D0A8EU,P34903
D0A8EU,P31644
D0A8EU,P47870
D0A8EU,P18507
D0N0ZK,P14867
D0N0ZK,P47869
D0N0ZK,P34903
D0N0ZK,P31644
D0N0ZK,P47870
D0N0ZK,P18507
D07NKO,P14867
D07NKO,P47869
D07NKO,P34903
D07NKO,P31644
D07NKO,P47870
D07NKO,P18507
D0S5PS,P14867
D0S5PS,P47869
D0S5PS,P34903
D0S5PS,P31644
D0S5PS,P47870
D0S5PS,P18507
DB01429,P0DP24
D00OAN,P14867
D00OAN,P18507
D0J0CA,P18507
D0U9XC,Q9UBS5
D04LZJ,Q9UBS5
D0C9XA,P47869
D0C9XA,P34903
D0C9XA,P31644
D08CLN,Q99928
D05WZL,Q9UBS5
D09IVS,Q9UBS5
D07YSJ,Q9UBS5
D0XX9G,Q9UBS5
D03KZK,Q9UBS5
D0V0LA,Q9UBS5
D03YLX,P14867
D03YLX,P47870
D03YLX,P18507
D0J0CA,P47870
D01IHM,P14867
D01IHM,P47870
D01IHM,P18507
D0J0CA,P14867
DB11724,P28336
D0C9JL,Q99928
DB03206,Q14697
D0Y2MP,P23219
D0H1YE,P11388
D0K2CZ,P14867
D0K2CZ,P47870
D0K2CZ,P18507
D0X4OW,P14867
D0X4OW,P47870
D0X4OW,P18507
D00VWR,P14867
D00VWR,P47870
D00VWR,P18507
D01OZS,P14867
D01OZS,P47870
D01OZS,P18507
D07OON,P14867
D07OON,P47870
D07OON,P18507
D00WON,P14867
D00WON,P47870
D00WON,P18507
D02RUV,P14867
D02RUV,P47870
D02RUV,P18507
D0J9VP,P14867
D0J9VP,P47870
D0J9VP,P18507
D0U9ET,P14867
D0U9ET,P47870
D0U9ET,P18507
D00CQR,P14867
D00CQR,P47870
D00CQR,P18507
D0Z3JC,P20831
D0Q8UV,P14867
D0Q8UV,P47870
D0Q8UV,P18507
D0TJ2L,P14867
D0TJ2L,P47870
D0TJ2L,P18507
DB00325,Q14571
DB00435,Q02108
D0P6IA,P10253
D0V4AR,P14867
D0W7ND,P14867
D09CQO,P14867
D09CQO,P47870
D09CQO,P18507
D0R6MH,P20831
DB04576,P11388
D04AIT,Q8NF37
D06DSE,P49354
DB01956,P23416
D0O2CH,P11388
DB03966,P11388
DB06472,P08514
D05ZPJ,P14060
D0VD2C,P49354
D01OFD,P49354
D03OLA,P49354
D0C7JH,P08514
D07OMK,Q99928
DB01204,P11388
DB12549,P11388
D07LCC,P14867
D0W2ED,P49354
D0Q1RC,P11388
DB09526,P08514
DB14025,P20831
D0R3PD,P49354
D07VPG,P11388
D0K8NR,Q92542
D0J9SS,P14867
D0J9SS,P18507
D0V2LK,P14867
D0V2LK,P18507
D04YHZ,P14867
D02ANG,P14867
D0Y8YN,Q9UBS5
D00KLR,Q9UBS5
D0N4WZ,Q9UBS5
D08LJJ,P14867
D07CUW,P14867
D02ONZ,P14867
D0Q6CJ,P14867
D03NWH,P14867
D00ASA,P14867
D0A4UQ,P14867
D0S6GS,P14867
D0T4ZI,P14867
D02CHG,P14867
D0W9WW,P14867
D0W3FQ,P14867
DB07776,P14867
D0C5XB,P14867
DB05351,P20648
DB11758,P41597
DB12985,P56524
DB06237,O76074
DB08865,Q9UM73
DB08865,P08581
DB08865,P08922
DB08899,P10275
DB05057,Q9UNI1
D00BLL,P11229
DB09149,P05067
D07TGY,P27338
DB08824,Q01959
DB08820,P13569
DB08901,P36888
DB08901,P07949
DB08901,P00519
DB08901,P10721
DB06213,P29274
DB08896,P07949
DB08896,P10721
DB08896,P35968
DB06228,P00742
DB08819,P43088
DB08895,P52333
DB08881,P15056
DB12482,P22303
D0Y6HV,Q14432
D0QF4Z,P41595
D0G0XN,P00734
D0K2QG,O76074
DB06504,P30536
D08HKT,Q14432
D09DFB,P00734
D0L5WA,P11229
DB11681,Q08499
D0S7DS,P03366
DB13985,P31391
DB00106,P30968
DB00284,O43451
DB00819,P00915
DB00511,P05023
DB00787,P04293
DB00718,P03366
DB00640,P29275
DB00630,P14324
DB00288,P62508
DB00594,P78348
DB00233,P00374
DB00233,P23219
DB00233,P35354
DB00995,P62508
DB00394,P62508
DB00307,P19793
DB00559,P25101
DB00559,P24530
DB01194,P22748
DB00297,Q9Y5Y9
DB01091,Q92206
DB00146,P11473
DB00429,P43088
DB00520,P40989
DB01413,P0AD65
DB00475,P30536
DB00534,P51649
DB00608,Q16570
DB00369,P04293
DB00215,P31645
DB00628,P30536
DB00363,P21917
